Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2008042243061,2008-04-14 00:00:00,2008-03-06 00:00:00,BOS,Boston (Logan) International Airport,USAir,Property Damage,Checkpoint,GPS - Global Positioning System,314.0,Denied,0.0,Deny,39.0,314.0
2006033003800,2006-03-21 00:00:00,2006-02-16 00:00:00,ABE,Lehigh Valley International Airport; Allentown,Hooters Air (PACE),Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,50.0,Settle,33.0,100.0
2006090612051,2006-08-31 00:00:00,2006-08-16 00:00:00,DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),291.06,Denied,0.0,Deny,15.0,291.06
2007101633467,2007-10-10 00:00:00,2007-09-28 00:00:00,MDW,Midway International Airport,Southwest Airlines,Property Damage,Checkpoint,Cell Phones,100.0,Denied,0.0,Deny,12.0,100.0
2007032122691,2007-03-19 00:00:00,2007-03-01 00:00:00,SAN,San Diego International,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),59.99,Settled,30.0,Settle,18.0,29.990000000000002
2004083061600,2004-07-27 00:00:00,2004-05-08 00:00:00,TUS,Tucson International,Northwest Airlines,Property Damage,Checked Baggage,Other,225.0,Denied,0.0,Deny,80.0,225.0
2005100393725,2005-09-23 00:00:00,2005-09-17 00:00:00,PHX,Phoenix Sky Harbor International,British Airways,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Approved,50.0,Approve in Full,6.0,0.0
2009061160059,2009-06-04 00:00:00,2009-04-12 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Property Damage,Checked Baggage,Computer - Laptop,234.0,Denied,0.0,Deny,53.0,234.0
2005050484014,2005-05-03 00:00:00,2005-03-29 00:00:00,BDL,Bradley International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,75.0,Denied,0.0,Deny,35.0,75.0
0923058M,2003-09-23 00:00:00,2004-09-19 00:00:00,BNA,Nashville International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,100.0,Approved,100.0,Approve in Full,-362.0,0.0
0114579M,2004-01-14 00:00:00,2003-11-08 00:00:00,PDX,Portland International,Delta Air Lines,Property Damage,Checked Baggage,Other,30.0,Denied,0.0,Deny,67.0,30.0
1002008M,2003-10-02 00:00:00,2003-09-16 00:00:00,OAK,Metropolitan Oakland International,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,400.0,Denied,0.0,Deny,16.0,400.0
2004120768727,2004-10-21 00:00:00,2004-08-16 00:00:00,LAX,Los Angeles International Airport,Air Canada,Property Damage,Checked Baggage,Other,1370.0,Approved,1370.0,Approve in Full,66.0,0.0
1208222M,2003-12-08 00:00:00,2003-06-09 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,69.93,Settled,35.0,Settle,182.0,34.93000000000001
2006122217734,2006-12-19 00:00:00,2006-11-04 00:00:00,OMA,Eppley Airfield,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Other,125.0,Denied,0.0,Deny,45.0,125.0
2009061560200,2009-06-09 00:00:00,2009-05-13 00:00:00,MSY,New Orleans International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),59.99,Denied,0.0,Deny,27.0,59.99
2007052425923,2007-05-22 00:00:00,2007-05-14 00:00:00,FLL,Ft. Lauderdale-Hollywood International,USAir,Passenger Property Loss,Checkpoint,Cell Phones,69.95,Approved,69.95,Approve in Full,8.0,0.0
2005102595149,2005-10-18 00:00:00,2005-10-02 00:00:00,JFK,John F. Kennedy International,UAL,Passenger Property Loss,Checked Baggage,Other,365.0,Settled,91.13,Settle,16.0,273.87
0303004L,2003-03-03 00:00:00,2003-02-11 00:00:00,PDX,Portland International,Alaska Airlines,Property Damage,Checked Baggage,Other,30.0,Approved,30.0,Approve in Full,20.0,0.0
2008042243145,2008-04-11 00:00:00,2008-04-03 00:00:00,LGA,LaGuardia,Spirit Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Denied,0.0,Deny,8.0,50.0
2004051852852,2004-04-06 00:00:00,2004-03-16 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Other,196.1,Approved,196.1,Approve in Full,21.0,0.0
2005101994905,2005-10-17 00:00:00,2005-09-13 00:00:00,FAT,Fresno Yosemite International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),171.0,Approved,171.0,Approve in Full,34.0,0.0
2009051959031,2009-05-05 00:00:00,2009-04-11 00:00:00,SDF,Louisville International,Southwest Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,47.7,Approved,47.7,Approve in Full,24.0,0.0
2008031240882,2008-03-04 00:00:00,2008-02-11 00:00:00,PHX,Phoenix Sky Harbor International,American Airlines,Passenger Property Loss,Checked Baggage,Kitchen Utensils -Pots; Pans; Knives (heavy aluminum; cast iron; etc.),24.99,Denied,0.0,Deny,22.0,24.99
2005082991763,2005-08-23 00:00:00,2005-08-09 00:00:00,RNO,Reno/Tahoe International,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,700.0,Denied,0.0,Deny,14.0,700.0
2009011454492,2009-01-08 00:00:00,2008-12-15 00:00:00,MIA,Miami International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Costume; Jewelry - Fine,610.0,Denied,0.0,Deny,24.0,610.0
2006122017423,2006-12-04 00:00:00,2006-11-06 00:00:00,PIT,Pittsburgh International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Handbags & Purses (leather or fabric),278.0,Denied,0.0,Deny,28.0,278.0
2006010698935,2005-12-28 00:00:00,2005-12-15 00:00:00,BHM,Birmingham International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry - Fine,130.0,Denied,0.0,Deny,13.0,130.0
2007072629111,2007-07-24 00:00:00,2007-07-14 00:00:00,MEM,Memphis International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; GPS - Global Positioning System,514.95,Settled,345.99,Settle,10.0,168.96000000000004
2005102595132,2005-10-25 00:00:00,2005-07-01 00:00:00,OAK,Metropolitan Oakland International,UAL,Passenger Property Loss,Checked Baggage,Locks,18.0,Approved,18.0,Approve in Full,116.0,0.0
2005042783502,2005-04-26 00:00:00,2005-04-05 00:00:00,F,Foreign airport,USA 3000 (U5),Passenger Property Loss,Checked Baggage,Jewelry - Fine,502.93,Denied,0.0,Deny,21.0,502.93
2007020920543,2007-02-06 00:00:00,2006-11-22 00:00:00,PDX,Portland International,Alaska Airlines,Property Damage,Checked Baggage,Other,28.85,Approved,28.85,Approve in Full,76.0,0.0
2008090949673,2008-09-08 00:00:00,2008-08-06 00:00:00,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),250.0,Denied,0.0,Deny,33.0,250.0
0219330M,2004-02-19 00:00:00,2004-02-10 00:00:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Cameras - Digital,100.0,Settled,50.0,Settle,9.0,50.0
2007071728540,2007-07-12 00:00:00,2007-06-08 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Watches - Expensive more than $100,1362.94,Approved,1362.94,Approve in Full,34.0,0.0
2008100350753,2008-09-29 00:00:00,2008-09-14 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,6.94,Denied,0.0,Deny,15.0,6.94
2008021439700,2008-02-08 00:00:00,2008-02-01 00:00:00,CID,Eastern Iowa,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Denied,0.0,Deny,7.0,50.0
2009081162488,2009-08-04 00:00:00,2009-07-15 00:00:00,JFK,John F. Kennedy International,Virgin America,Property Damage,Checked Baggage,Alcoholic beverages,10.0,Denied,0.0,Deny,20.0,10.0
2007083131248,2007-08-29 00:00:00,2007-08-28 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Other,90.0,Denied,0.0,Deny,1.0,90.0
0728057M,2003-07-28 00:00:00,2003-06-23 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,50.0,Approved,50.0,Approve in Full,35.0,0.0
2007011218729,2007-01-08 00:00:00,2006-12-28 00:00:00,PHX,Phoenix Sky Harbor International,USAir,Property Damage,Checkpoint,MP3 Players-(iPods; etc),205.98,Settled,186.08,Settle,11.0,19.899999999999977
2005010572795,2004-12-17 00:00:00,2004-07-29 00:00:00,BOS,Boston (Logan) International Airport,Northwest Airlines,Property Damage,Checked Baggage,Locks,7.37,Approved,7.37,Approve in Full,141.0,0.0
2005010472449,2004-12-14 00:00:00,2004-12-02 00:00:00,HOU,William P. Hobby,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,519.97,Settled,225.06,Settle,12.0,294.91
2005090192035,2005-08-29 00:00:00,2005-07-01 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Denied,0.0,Deny,59.0,100.0
2008042343282,2008-04-21 00:00:00,2008-04-06 00:00:00,SAT,San Antonio International,American Airlines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,749.0,Denied,0.0,Deny,15.0,749.0
2009080562281,2009-07-31 00:00:00,2009-07-10 00:00:00,BFL,Meadows Field; Bakersfield Airport,USAir,Passenger Property Loss,Checked Baggage,Kitchen Utensils -Pots; Pans; Knives (heavy aluminum; cast iron; etc.),21.95,Denied,0.0,Deny,21.0,21.95
2007102433818,2007-10-18 00:00:00,2007-10-13 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),280.0,Denied,0.0,Deny,5.0,280.0
2008082649135,2008-08-25 00:00:00,2008-08-22 00:00:00,ORD,Chicago O'Hare International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,180.0,Denied,0.0,Deny,3.0,180.0
2006111615711,2006-11-07 00:00:00,2006-10-29 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Camping Equipment & Supplies ; Camping Equipment & Supplies ; Camping Equipment & Supplies,301.89,Settled,264.58,Settle,9.0,37.31
2006022101820,2006-02-14 00:00:00,2006-02-04 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checked Baggage,Other,500.0,Denied,0.0,Deny,10.0,500.0
0210258M,2004-02-10 00:00:00,2003-11-13 00:00:00,PHX,Phoenix Sky Harbor International,Northwest Airlines,Property Damage,Checked Baggage,Other,13.77,Approved,13.77,Approve in Full,89.0,0.0
2004091062543,2004-08-11 00:00:00,2004-07-23 00:00:00,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),79.99,Approved,79.99,Approve in Full,19.0,0.0
0925339M,2003-09-25 00:00:00,2003-09-04 00:00:00,MDT,Harrisburg International,American Airlines,Property Damage,Checked Baggage,Stereo Items & Accessories,1200.0,Settled,800.0,Settle,21.0,400.0
2009081462622,2009-08-10 00:00:00,2009-07-18 00:00:00,MYR,Myrtle Beach International,USAir,Passenger Property Loss,Checkpoint,Other,4.94,Denied,0.0,Deny,23.0,4.94
2009060459878,2009-05-28 00:00:00,2009-05-25 00:00:00,BNA,Nashville International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),149.75,Approved,149.75,Approve in Full,3.0,0.0
2007111434906,2007-11-09 00:00:00,2007-09-15 00:00:00,IAH,Houston - George Bush Intercontinental Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,162.94,Denied,0.0,Deny,55.0,162.94
2005022476771,2005-01-28 00:00:00,2005-01-11 00:00:00,BOS,Boston (Logan) International Airport,America West,Passenger Property Loss,Checked Baggage,Jewelry - Fine,600.0,Denied,0.0,Deny,17.0,600.0
2009052159197,2009-05-15 00:00:00,2009-03-20 00:00:00,LIH,Lihue Airport,UAL,Passenger Property Loss,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,325.0,Denied,0.0,Deny,56.0,325.0
2006061407924,2006-06-13 00:00:00,2006-02-22 00:00:00,BDL,Bradley International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,15.98,Approved,15.98,Approve in Full,111.0,0.0
2006082311380,2006-08-21 00:00:00,2006-07-05 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checkpoint,Cameras - Digital; Medicines; Other,471.16,Denied,0.0,Deny,47.0,471.16
2007011018584,2007-01-05 00:00:00,2006-10-08 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clocks - Grandfather; Grandmother; etc.; Other,143.1,Denied,0.0,Deny,89.0,143.1
2005051084348,2005-05-09 00:00:00,2005-04-26 00:00:00,OKC,Will Rogers World,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,130.21,Approved,130.21,Approve in Full,13.0,0.0
2008102451515,2008-10-20 00:00:00,2008-09-25 00:00:00,TUL,Tulsa International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),395.0,Denied,0.0,Deny,25.0,395.0
2007031522385,2007-03-09 00:00:00,2007-02-26 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checkpoint,Watches - Expensive more than $100,790.0,Settled,613.49,Settle,11.0,176.51
2006021501563,2006-02-07 00:00:00,2005-11-29 00:00:00,IAD,Washington Dulles International,Northwest Airlines,Property Damage,Checked Baggage,Locks,38.76,Denied,0.0,Deny,70.0,38.76
2005051684724,2005-05-13 00:00:00,2005-04-13 00:00:00,HNL,Honolulu International Airport,Hawaiian Airlines,Property Damage,Checked Baggage,Other,100.0,Denied,0.0,Deny,30.0,100.0
2007102533932,2007-10-22 00:00:00,2007-10-02 00:00:00,SAT,San Antonio International,Southwest Airlines,Property Damage,Checked Baggage,Professional Equipment,639.0,Settled,234.86,Settle,20.0,404.14
2008032041346,2008-04-02 00:00:00,2008-03-09 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checkpoint,GPS - Global Positioning System,865.99,Settled,670.32,Settle,24.0,195.66999999999996
2004091062615,2004-08-09 00:00:00,2004-06-29 00:00:00,KOA,Kona International,Aloha Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,112.0,Denied,0.0,Deny,41.0,112.0
2007071628436,2007-07-12 00:00:00,2006-11-17 00:00:00,AUS,Austin-Bergstrom International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Medicines; Other,153.0,Denied,0.0,Deny,237.0,153.0
2004102865790,2004-09-09 00:00:00,2004-08-23 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,125.0,Approved,125.0,Approve in Full,17.0,0.0
2004070158097,2004-06-14 00:00:00,2004-05-28 00:00:00,F,Foreign airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,553.65,Settled,277.0,Settle,17.0,276.65
0815148M,2003-08-15 00:00:00,2003-11-27 00:00:00,OMA,Eppley Airfield,UAL,Passenger Property Loss,Checkpoint,Jewelry - Fine,1183.98,Settled,1012.98,Settle,-104.0,171.0
2006081811265,2006-08-16 00:00:00,2006-07-12 00:00:00,MCO,Orlando International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Other,52.99,Approved,52.99,Approve in Full,35.0,0.0
2009051358589,2009-04-23 00:00:00,2009-04-01 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),200.0,Denied,0.0,Deny,22.0,200.0
2008020639171,2008-01-31 00:00:00,2008-01-18 00:00:00,DLH,Duluth; MN,Sun Country Airlines Inc,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,91.0,Denied,0.0,Deny,13.0,91.0
2005062787310,2005-06-20 00:00:00,2005-06-13 00:00:00,LAS,McCarran International,UAL,Passenger Property Loss,Checked Baggage,Other,616.0,Denied,0.0,Deny,7.0,616.0
0908062M,2003-09-08 00:00:00,2003-08-21 00:00:00,IND,Indianapolis International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),140.0,Denied,0.0,Deny,18.0,140.0
2008041642640,2008-04-08 00:00:00,2008-03-31 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Other,287.48,Denied,0.0,Deny,8.0,287.48
0224016L,2003-02-24 00:00:00,2003-01-31 00:00:00,KOA,Kona International,Aloha Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),126.0,Denied,0.0,Deny,24.0,126.0
2007072328918,2007-07-19 00:00:00,2007-07-06 00:00:00,SMF,Sacramento International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,14.69,Approved,14.69,Approve in Full,13.0,0.0
2005110895773,2005-10-17 00:00:00,2004-12-11 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,440.0,Denied,0.0,Deny,310.0,440.0
2004060855076,2004-05-13 00:00:00,2004-04-21 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Other,350.0,Approved,350.0,Approve in Full,22.0,0.0
2004070458262,2004-06-16 00:00:00,2004-05-01 00:00:00,KOA,Kona International,Aloha Airlines,Passenger Property Loss,Checked Baggage,Other,21.88,Approved,21.88,Approve in Full,46.0,0.0
2008050843999,2008-05-06 00:00:00,2008-04-27 00:00:00,PHX,Phoenix Sky Harbor International,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,319.0,Denied,0.0,Deny,9.0,319.0
2004081261261,2004-07-12 00:00:00,2004-06-05 00:00:00,IAD,Washington Dulles International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,69.99,Approved,69.99,Approve in Full,37.0,0.0
2008020739269,2008-01-29 00:00:00,2008-01-01 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Denied,0.0,Deny,28.0,150.0
2004070758655,2004-06-03 00:00:00,2004-05-25 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Locks,254.48,Denied,0.0,Deny,9.0,254.48
2004060354556,2004-04-21 00:00:00,2004-03-21 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),40.0,Approved,40.0,Approve in Full,31.0,0.0
2009093064168,2009-09-23 00:00:00,2009-07-31 00:00:00,CMH,Port Columbus International,Southwest Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,25.0,Denied,0.0,Deny,54.0,25.0
2007111535080,2007-11-13 00:00:00,2007-08-12 00:00:00,ORD,Chicago O'Hare International Airport,Aer Lingus,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),102.93,Denied,0.0,Deny,93.0,102.93
2009123167015,2009-12-29 00:00:00,2009-12-09 10:05:00,SNA,John Wayne,Southwest Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,250.0,Denied,0.0,Deny,19.0,250.0
